track_number,timestamp,timestamp_seconds,artist,title,label,video_title,video_url,video_id,upload_date,category
8,26:43,1603,Ilai,Tale Of Trance ( Kalki rmx),Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
9,30:36,1836,Atacama & Jakaan,Complete Awakening,Digital Om,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
10,33:48,2028,Ace Ventura & Vertical Mode,Deep Breath (Ticon rmx),Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
11,37:55,2275,Formula None,Whiplash,Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
12,41:34,2494,Zentura,Light Mutations (Antinomy rmx),Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
13,45:42,2742,Electric Universe,Millenia (Vertical Mode rmx),Sacred Technology,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
14,50:02,3002,Silent Sphere,Peacemaker,Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
15,53:59,3239,Formula None & Khromata,Gold Rush,Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
16,58:06,3486,Hinap,Parallel Realities,Iono Music,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
1,00:00,0,The Overlords,Gods Eye (Liquid Soul rmx),Iboga Records,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
2,05:08,308,IKØN,Adventure,TechSafari Records,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
3,09:05,545,IKØN,Perspective,TechSafari Records,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
4,12:20,740,Vertical Mode,Blue Muse,HOMmega Productions,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
5,16:10,970,Zyce & Sonic Species,Interstellar,TesseracTstudio,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
6,18:57,1137,Divination,Change Your Life,Digital Om,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
7,22:24,1344,Spectro Senses & WPW,Atmosphere,Iono Music,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
8,25:36,1536,Liquid Soul & Neodyne,Believe (Bellatrix rmx),Iboga Records,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
9,29:43,1783,IKØN,Daydream (Hidden Space rmx),TechSafari Records,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
10,34:04,2044,"Trycerapt, Enablerz",Human Experiments (Ketale rmx),YSE,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
11,37:22,2242,Bellatrix,One Species,Iono Music,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
12,41:30,2490,Shadow Chronicles,G.ai.a (One Function rmx),Expo Records,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
13,44:21,2661,Atacama &Jakaan,Land of Fairies,Digital Om,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
14,48:01,2881,Solar Walker & Shayanic,Changa,YSE,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
15,52:35,3155,No Comment VS Christopher Lawrence,Horizon,Pharmacy Music,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
16,57:01,3421,Liquid Soul Vs Outsiders,Life Frequency,Iboga Records,Progressive Psytrance November 2022,https://youtube.com/watch?v=9q895_tEGjk,9q895_tEGjk,2022-11-23,Progressive Psytrance
1,00:00,0,Liquid Soul & Zyce feat. Solar Kid,I See You,Iboga Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
2,05:09,309,Ticon,Ether (album edit),Iboga Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
3,09:49,589,Spectro Senses,Lucid Dreams,Iono Music,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
4,13:05,785,Kalki,Whales,TechSafari Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
5,16:07,967,Yestermorrow,Vision of the Future (Ilai rmx),Iono Music,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
6,18:55,1135,Kali,Typology (Lifeforms rmx),Digital Om,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
7,22:22,1342,Protonica,Exoplanet (Zen Mechanics rmx),Iboga Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
8,26:02,1562,Yestermorrow & Audiotec,Stellar Species (Genesia rmx),YSE,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
9,29:42,1782,Audiotec,Alien Dreams (IKØN rmx),TechSafari Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
10,33:21,2001,IKØN,Moonbow,TechSafari Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
11,38:36,2316,Relativ & Yestermorrow,Galactic Riders,Digital Om,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
12,42:57,2577,Sideform & Genesia,Genetic Form,Transcape Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
13,46:09,2769,Avalon & Stryker,Dusk Till Dawn,Nano Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
14,49:11,2951,Man With No Name,Vice Versa (Vertical Mode rmx),HOMmega Productions,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
15,54:26,3266,Freqfield,In Control,TechSafari Records,Progressive Psytrance mix II October 2022,https://youtube.com/watch?v=OA3XVWwDZQw,OA3XVWwDZQw,2022-10-24,Progressive Psytrance
1,00:00,0,Silent Sphere,Titicaca,Iboga Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
2,05:07,307,Zen Mechanics,Flux (Sideform rmx),TesseracTstudio,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
3,09:31,571,Liquid Ace,Let Go (IKØN rmx),Iboga Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
4,14:21,861,"Vertical Mode, Outsiders",Physical Reality,Volcano Music,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
5,19:14,1154,Shyisma,Existence,Iono Music,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
6,22:58,1378,Vertical Mode,Alien Rock,Volcano Music,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
7,28:45,1725,Silent Sphere & Yestermorrow,Alien Technology (Driving Edit),Iboga Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
8,33:18,1998,E-Clip,Singidunum,TesseracTstudio,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
9,35:48,2148,Antinomy,A New Dawn,Iboga Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
10,39:42,2382,Kalki,Aura,TechSafari Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
11,44:16,2656,Altered State & Cabal,The Universe,YSE,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
12,47:00,2820,Voyager vs Atyss,Dystopia,Expo Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
13,50:12,3012,Bellatrix,Great Beyond (Aladiah rmx),Iono Music,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
14,53:51,3231,Mind Lab,Sitaram,BMSS Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
15,58:26,3506,Aion,Travellers,1.2.Trip Records,Progressive Psytrance mix October 2022,https://youtube.com/watch?v=Taz-TrtzYcE,Taz-TrtzYcE,2022-10-06,Progressive Psytrance
1,00:00,0,Protonica Emok Martin Vice & Michael Banel,Goal of Life,Iboga Records,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
2,04:31,271,Phoma,Beyond Zero & One,Digital Om,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
3,09:10,550,E-Clip,Overload (Bellatrix rmx),Dacru Records,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
4,12:25,745,One Function,Born Again,Iono Music,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
5,16:35,995,"Vertical Mode, Sonic Species",Don't Look Back,Volcano Music,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
6,21:03,1263,Vertical Mode,Computer Music,Volcano Music,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
7,24:34,1474,Bellatrix,Great Beyond (Sabedoria rmx),Iono Music,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
8,28:42,1722,Invisible Reality,Something for Your Mind,I Love This Sound,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
9,33:02,1982,Protonica,Exoplanet (Kalki rmx),Iboga Records,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
10,37:09,2229,Ovnimoon,Process of Life (Mix 2020),Digital Om,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
11,40:24,2424,Audiotec,Alien Dreams (IKØN rmx),TechSafari Records,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
12,44:32,2672,SUN(GR),Alpha Phase,Blue Tunes Records,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
13,48:42,2922,Liquid Soul,Revolution (Inner Sphere rmx),I Love This Sound,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
14,52:01,3121,Karmalogic,The Labyrinth,Ovnimoon Records,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
15,54:46,3286,Man With No Name,Vice Versa (Vertical Mode rmx),HOMmega Productions,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
16,59:33,3573,Avalon & Stryker,Dusk Till Dawn,Nano Records,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
17,1:03:03,3783,Vertical Mode,Madness Express,HOMmega Productions,Progressive Psytrance mix August 2022,https://youtube.com/watch?v=NSyLaOoPmZY,NSyLaOoPmZY,2022-08-25,Progressive Psytrance
1,00:00,0,Protonica,Exoplanet (Zen Mechanics rmx),Iboga Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
2,06:24,384,Liquid Soul,Out of the Blue (One Function rmx),Iboga Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
3,10:30,630,Atacama,Slow Wake,Digital Om,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
4,14:57,897,Protonica,Exoplanet (Kalki rmx),Iboga Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
5,19:38,1178,Mindbenderz,Another Galaxy (Hyriderz rmx),Iono Music,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
6,23:19,1399,SUN (GR),Alpha Phase,Pink Revolver,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
7,26:45,1605,Faders,Flying Objects (IKON rmx),TechSafari Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
8,30:17,1817,Side Effects & One Function,Experience,TesseracTstudio,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
9,33:03,1983,Liquid Soul,Revolution (Inner Sphere rmx),Iboga Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
10,36:23,2183,Formula None & Khromata,Gold Rush,Iboga Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
11,39:21,2361,Kalki,Replicant,TechSafari Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
12,42:47,2567,Zen Mechanics,Flux (Sideform rmx),TesseracTstudio,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
13,47:08,2828,Shyisma,Existence,Iono Music,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
14,50:23,3023,Sideform,Magnetic Field,TesseracTstudio,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
15,54:17,3257,Artificials,Human Emotions,Nano Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
16,57:58,3478,IKØN,Adventure,TechSafari Records,Progressive Psytrance mix July 2022,https://youtube.com/watch?v=P-IVIvKD4Fk,P-IVIvKD4Fk,2022-07-12,Progressive Psytrance
1,00:00,0,Shpongle & Gunslinger,Dreamcatcher (GMS rmx),Future Music Records,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
2,05:23,323,Protonica,Subground,Iono Music,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
3,09:33,573,Ambush & Mindsurfer,Nordic by Nature,Sinsonic Records,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
4,14:22,862,Ace Ventura & Zen Mechanics,Digital Beings (Symbolic rmx),Sourcecode,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
5,20:37,1237,Liftshift & Divination,Inside You,Zero One Music,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
6,23:54,1434,Radial,Exodus,Dropzone Records,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
7,29:17,1757,Vertical Mode,3Dimension,HOMmega Productions,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
8,34:05,2045,Zyce,Awakening Of The Slavic Spirits (Sonic Entity rmx),Digital Om,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
9,38:22,2302,Animato & Ticon,Last Resort (Unstable rmx),Dacru Records,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
10,43:20,2600,E-Clip & Zyce,Flying Objects,Iono Music,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
11,47:54,2874,Splash,Frozen,Iboga Records,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
12,52:21,3141,Norma Project,Human Psychedelic,Spiral Trax,Progressive Psytrance mix III April 2022 [134 bpm - 137 bpm],https://youtube.com/watch?v=fvPVNNLjfrA,fvPVNNLjfrA,2022-04-19,Progressive Psytrance
1,00:00,0,Ticon,Hops of Hades (Vini Vici rmx),Iboga Records,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
2,04:23,263,Egorythmia & E-Clip,Highest Technology,Iono Music,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
3,08:54,534,Sideform,Reflection,Iono Music,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
4,13:23,803,Protonica,Codes (Zen Mechanics rmx),Sourcecode Transmissions,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
5,19:32,1172,GMS & Pixel & Jiri,Stam Dagadam,Stereo Society,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
6,22:21,1341,Vertical Mode,Twist Me Up (Lifeforms rmx),Volcano Music,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
7,27:25,1645,Zen Mechanics vs Allaby,Immerse (Nertum rmx),Sourcecode Transmissions,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
8,30:42,1842,Sonic Entity,Gravity Control,YSE,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
9,36:35,2195,One Function & Atom Device,Paradise,Iono Music,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
10,41:03,2463,Yestermorrow,Quantum Hologram (Dual Vision rmx),Iono Music,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
11,46:50,2810,Nertum,Stargazing,Sourcecode Transmissions,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
12,52:01,3121,Sonic Entity,Assimilation,Digital Om,Progressive Psytrance mix II April 2022 [135 bpm - 137 bpm],https://youtube.com/watch?v=7SuUen2ZRyw,7SuUen2ZRyw,2022-04-12,Progressive Psytrance
1,00:00,0,Protonica,Exoplanet (Zen Mechanics Remix),Iboga Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
2,05:30,330,Vertical Mode,Computer Music,Volcano Music,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
3,08:33,513,Vertical Mode & Sonic Species,Dont Look Back,Volcano Music,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
4,13:58,838,Egorythmia & Yestermorrow,Spiritual Dimensions (Dual Resonance rmx),TechSafari Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
5,18:40,1120,Lifeforms,Mind Experience,Iono Music,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
6,22:33,1353,Protonica,Sojuz (Aioaska rmx),Iboga Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
7,27:23,1643,Alex M.O.R.P.H. & Liquid Soul,The Journey,Iboga Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
8,32:28,1948,Symbolic,Evolution,Iboga Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
9,36:51,2211,Atacama,Ever Changing River Flow,Ovnimoon Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
10,41:28,2488,Divination,Change Your Life,Digital Om,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
11,45:38,2738,Antinomy,Signs of Light,Iboga Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
12,50:34,3034,IKØN,Higher Dimension,TechSafari Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
13,56:11,3371,Bellatrix,One Species,Iono Music,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
14,1:00:19,3619,Protonica,Symmetry (Airi rmx),Iboga Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
15,1:03:17,3797,Divination,Resonance (Inner Sphere rmx),TechSafari Records,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
16,1:07:54,4074,One Function,Born Again,Iono Music,Progressive Psytrance mix April 2022,https://youtube.com/watch?v=i-9ZL43Ct9M,i-9ZL43Ct9M,2022-04-06,Progressive Psytrance
1,00:00,0,Heisenberg & Raveheart,The Matrix of Matter,YSE,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
2,06:29,389,Invisible Reality,Something for Your Mind,Blue Tunes Records,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
