track_number,timestamp,timestamp_seconds,artist,title,label,video_title,video_url,video_id,upload_date,category
3,09:28,568,Atacama & Jakaan,Land of Fairies,Digital Om,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
4,13:08,788,Reborn & Rave Nine,Overlords,TesseracTstudio,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
5,16:36,996,Freq & Emok,States of Consciousness,Iboga Records,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
6,20:30,1230,Disconect & Second Life,Super Rare,Iono Music,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
7,24:46,1486,E-Clip & Zen Mechanics,Sundowning,Iono Music,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
8,30:45,1845,Formula None,From Within,Iono Music,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
9,34:19,2059,Heisenberg & Raveheart,Ayahuasca,YSE,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
10,38:56,2336,Relativ,Synthetic Patterns,TesseracTstudio,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
11,43:33,2613,Liquid Soul & Zyce & Solar Kid,Science Fiction,Iboga Records,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
12,46:32,2792,Bitkit,Angels,Dacru Records,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
13,50:19,3019,Zen Mechanics & Yestermorrow,Solarians,Sourcecode Transmissions,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
14,53:33,3213,Zentura,Light Mutations (Antinomy rmx),Iboga Records,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
15,57:40,3460,Phoma,Fragments Of Nexus,Digital Om,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
16,1:03:45,3825,Middle Mode vs Relativ,Killer Instinct,Digital Om,Progressive Psytrance mix March 2022,https://youtube.com/watch?v=katFaO-WZCo,katFaO-WZCo,2022-03-31,Progressive Psytrance
1,00:00,0,Shadow Chronicles,G.ai.a (One Function rmx),Expo Records,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
2,05:28,328,Osher,Secret Of Frequency,Iono Music,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
3,09:08,548,Animato & Solarix,Expecting You,Iboga Records,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
4,12:49,769,Bellatrix,One Species,Iono Music,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
5,16:56,1016,Altered State,Freq Out,Iono Music,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
6,20:56,1256,Bellatrix,Great Beyond,Iono Music,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
7,25:37,1537,Voyager vs Atyss,Dystopia,Expo Records,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
8,28:48,1728,Altered State & Cabal,The Universe,Iono Music,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
9,31:33,1893,Antinomy,Pieces,Future Music Records,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
10,34:45,2085,IKØN,Moonbow,TechSafari records,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
11,40:28,2428,Formula None,From Within,Iono Music,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
12,44:01,2641,Side Effects & One Function,Experience,TesseracTstudio,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
13,47:13,2833,Flegma,Chrysalis (Xandar rmx),TesseracTstudio,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
14,50:01,3001,Ekahal,The Flying Dutchman,Sahman Records,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
15,53:13,3193,Hinap,Parallel Realities,Iono Music,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
16,56:04,3364,Electric Universe,Millenia (Vertical Mode rmx),Sacred Technology,Progressive Psytrance mix January 2022,https://youtube.com/watch?v=96tu9eD9zwg,96tu9eD9zwg,2022-01-18,Progressive Psytrance
1,00:00,0,Egorythmia,Anomaly,Iono Music,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
2,04:45,285,Vertical Mode,Codes of D.N.A.,Yellow Sunshine Explosion,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
3,09:48,588,Astrix & Deedrah,Gayatri,Shamanic Tales,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
4,13:22,802,Vertical Mode,Gain On,Volcano Music,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
5,18:20,1100,Daniel Lesden,Mysteries Of Time,Digital Om,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
6,22:06,1326,Ticon,Mirage,Iboga Records,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
7,26:36,1596,Liquid Soul,P.L.U.R. (Suduaya rmx),Iboga Records,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
8,31:14,1874,Ticon,Entropy,Iboga Records,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
9,35:42,2142,E-Clip,Streamline (Atomizers Rmx),Digital Om,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
10,38:45,2325,Darma & Numb,Armada,Iono Music,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
11,42:59,2579,Animato & Ticon,Last Resort (Unstable rmx),Dacru Records,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
12,47:58,2878,Zyce,Awakening Of The Slavic Spirits (Sonic Entity rmx),Digital Om,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
13,52:15,3135,Mindbenderz,Cosmic Dancer (Impact rmx),Iono Music,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
14,55:47,3347,Time In Motion,Daydream (Side Effects rmx),Iono Music,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
15,1:00:01,3601,Impact,Utopia,Iono Music,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
16,1:03:55,3835,Liquid Soul,Adrenaline (Zen Mechanics rmx),Digital Om,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
17,1:09:20,4160,Nertum,Stargazing,Sourcecode Transmissions,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
18,1:14:31,4471,Roger Rabbit & Egorythmia,Spiritual Science (Manmachine rmx),Digital Om,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
19,1:19:12,4752,Ticon,In the Dirt (Liquid Soul rmx),Iboga Records,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
20,1:22:44,4964,Zyce & Liquid Soul feat. Solar Kid,I See You,TesseracTstudio,Progressive Psytrance mix II November 2021,https://youtube.com/watch?v=tsN3AodWrFY,tsN3AodWrFY,2021-11-19,Progressive Psytrance
